,Price,Street,City,Province,Bed,Bath,sqft
321,8850000,109 Donwoods Drive,Toronto,ON,5+1 bed,8 bath,5000+ sqft
322,1049999,18 Songwood Drive,Toronto,ON,3 bed,2 bath,
323,998888,19 Gorsey Square,Toronto,ON,4 bed,3 bath,
324,949000,97 Madelaine Avenue,Toronto,ON,2+4 bed,6 bath,
325,3000000,121 Estelle Avenue,Toronto,ON,4+1 bed,5 bath,
326,729900,1814-105 The Queensway ,Toronto,ON,1+1 bed,1 bath,700-799 sqft
327,785000,108-15 Strangford Lane,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
328,549000,906-231 Fort York Boulevard,Toronto,ON,1 bed,1 bath,500-599 sqft
329,569900,420-377 Madison Avenue,Toronto,ON,– bed,1 bath,0-499 sqft
330,698000,203-501 St Clair Avenue W,Toronto,ON,2 bed,2 bath,700-799 sqft
331,945000,107 Highview Avenue,Toronto,ON,2+1 bed,2 bath,
332,889000,222-31 Olive Avenue,Toronto,ON,2 bed,3 bath,1000-1199 sqft
333,599000,2307-275 Yorkland Road,Toronto,ON,1 bed,1 bath,500-599 sqft
334,1299900,172 Hopedale Avenue,Toronto,ON,3+1 bed,3 bath,
335,700000,889 Bay Street West,Toronto,ON,1 bed,1 bath,630 sqft
336,799900,1007-8 Telegram Mews,Toronto,ON,2 bed,2 bath,900-999 sqft
337,775000,1606-295 Adelaide Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
338,689500,252-1496 Victoria Park Avenue E,Toronto,ON,2 bed,2 bath,800-899 sqft
339,1498000,16 Kingslake Road,Toronto,ON,5+4 bed,4 bath,
340,699000,1805-3 Rowntree Road,Toronto,ON,2 bed,2 bath,1200-1399 sqft
341,689000,927-16 Laidlaw Avenue,Toronto,ON,2 bed,1 bath,600-699 sqft
342,699990,215-60 George Butchart Drive,Toronto,ON,1+1 bed,2 bath,600-699 sqft
343,1198000,268 Birkdale Road,Toronto,ON,3 bed,2 bath,
344,1799000,187 Churchill Avenue,Toronto,ON,3+1 bed,3 bath,
345,2698000,213 Lord Seaton Road,Toronto,ON,5 bed,3 bath,3500-5000 sqft
346,1849000,190 Old Orchard Grove,Toronto,ON,3 bed,3 bath,
347,649900,811-15 Baseball Place,Toronto,ON,1+1 bed,1 bath,600-699 sqft
348,869900,314-60 Colborne Street,Toronto,ON,2 bed,1 bath,600-699 sqft
349,795000,3102-50 Ordnance Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
350,1100000,419-155 Dalhousie Street,Toronto,ON,2 bed,1 bath,1000-1199 sqft
351,599999,1202-59 East Liberty Street,Toronto,ON,1 bed,1 bath,600-699 sqft
352,2399999,53 Fred Young Drive,Toronto,ON,4+2 bed,6 bath,3500-5000 sqft
353,899000,3031 Weston Road,Toronto,ON,3+2 bed,2 bath,
354,1499900,38 Dewitt Road,Toronto,ON,3+1 bed,2 bath,
355,799800,100 Pinery Trail,Toronto,ON,3+1 bed,4 bath,
356,1280000,25 Elmont Drive,Toronto,ON,5+1 bed,3 bath,
357,3780000,179 Moore Park Avenue,Toronto,ON,4+2 bed,6 bath,
358,649900,2401-205 Sherway Gardens Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
359,599000,#203-100 Echo Point,Toronto,ON,3 bed,2 bath,1200-1399 sqft
360,788800,4008-290 Adelaide Street W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
361,599000,510-70 Forest Manor Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
362,1975000,168 Pearson Avenue,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
363,1199000,20 Tollington Road,Toronto,ON,4+1 bed,3 bath,1500-2000 sqft
364,2499999,5 Windy Ridge Drive,Toronto,ON,4+1 bed,3 bath,
365,579000,222-1 Falaise Road,Toronto,ON,2 bed,2 bath,900-999 sqft
366,599000,1107-125 Blue Jays Way,Toronto,ON,1 bed,1 bath,500-599 sqft
367,699900,3210-55 Ann O'reilly Road,Toronto,ON,1+1 bed,2 bath,600-699 sqft
368,978800,95 Hallam Street,Toronto,ON,3 bed,1 bath,
369,1099000,5 Four Leaf Drive,Toronto,ON,4 bed,2 bath,
370,2399000,12 Pretoria Avenue,Toronto,ON,3 bed,4 bath,
371,649999,318-2 Valhalla Inn Road,Toronto,ON,3+1 bed,3 bath,1400-1599 sqft
372,699000,404-95 Lombard Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
373,1188000,1118 Glencairn Avenue,Toronto,ON,2 bed,2 bath,
374,1798000,72 Winston Park Boulevard,Toronto,ON,6+2 bed,3 bath,
375,1899900,9 Lethbridge Avenue,Toronto,ON,4 bed,2 bath,
376,2100000,54 Aberdeen Avenue,Toronto,ON,3+1 bed,4 bath,2000-2500 sqft
377,749000,2723-9 Mabelle Avenue,Toronto,ON,2+1 bed,2 bath,800-899 sqft
378,599000,805-20 Shore Breeze Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
379,699000,526-25 Cole Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
380,649000,3412-197 Yonge Street,Toronto,ON,– bed,1 bath,0-499 sqft
381,1088000,3712-300 Front Street W,Toronto,ON,2+1 bed,2 bath,900-999 sqft
382,789900,705-32 Camden Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
383,629000,2311-19 Western Battery Road,Toronto,ON,1+1 bed,1 bath,500-599 sqft
384,1849000,36 Fuller Avenue,Toronto,ON,4+1 bed,4 bath,2000-2500 sqft
385,949000,61 Cheetah Crescent,Toronto,ON,3 bed,2 bath,
386,3288000,110 Alfred Avenue,Toronto,ON,4+2 bed,5 bath,
387,699900,2705-170 Bayview Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
388,499900,PH05-225 Village Green Square,Toronto,ON,1+1 bed,1 bath,500-599 sqft
389,750000,906-210 Simcoe Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
390,1559900,6 Silver Avenue,Toronto,ON,3 bed,2 bath,1100-1500 sqft
391,999990,78 Portsdown Road,Toronto,ON,3 bed,2 bath,
392,1399000,161 Willow Avenue,Toronto,ON,3 bed,2 bath,
393,1097000,38 Lanark Avenue,Toronto,ON,2+1 bed,2 bath,
394,1599000,128 Markham Street,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
395,629900,1009-251 Manitoba Street,Toronto,ON,1 bed,1 bath,500-599 sqft
396,799000,2112-88 Park Lawn Road,Toronto,ON,2+1 bed,2 bath,800-899 sqft
397,2417000,PH2-159 Frederick Street,Toronto,ON,2+1 bed,4 bath,2500-2749 sqft
398,589000,507-24 Wellesley Street W,Toronto,ON,1+1 bed,2 bath,600-699 sqft
399,1248000,408-261 King Street E,Toronto,ON,1+1 bed,2 bath,1200-1399 sqft
400,868000,1710-750 Bay Street,Toronto,ON,2 bed,2 bath,800-899 sqft
401,1899990,982 Kipling Avenue,Toronto,ON,4+1 bed,5 bath,2000-2500 sqft
402,1599000,34 Ovendon Square,Toronto,ON,4+1 bed,3 bath,
403,709800,PH5-2010 Islington Avenue,Toronto,ON,1+1 bed,2 bath,1400-1599 sqft
404,599900,1813-240 Scarlett Road,Toronto,ON,2 bed,2 bath,1000-1199 sqft
405,849999,106-2100 Bridletowne Circle,Toronto,ON,3 bed,2 bath,1000-1199 sqft
406,688880,#502-30 Greenfield Avenue,Toronto,ON,1+1 bed,2 bath,900-999 sqft
407,699000,15-11 Niagara Street,Toronto,ON,1 bed,1 bath,700-799 sqft
408,799900,605-131 Beecroft Road,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
409,999900,125 Hiscock Boulevard,Toronto,ON,3+3 bed,3 bath,
410,2989000,16 Daniel Cozens Court,Toronto,ON,5+1 bed,7 bath,3500-5000 sqft
411,769800,1203-1185 The Queensway Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
412,580000,1004-1 Hickory Tree Road,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
413,899900,716-90 Park Lawn Road,Toronto,ON,2 bed,2 bath,900-999 sqft
414,649900,2304-2330 Bridletowne Circle,Toronto,ON,1+2 bed,2 bath,1400-1599 sqft
415,989000,3610-290 Adelaide Street W,Toronto,ON,2 bed,2 bath,800-899 sqft
416,1799900,66 Sunvale Drive,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
417,899000,153 Holborne Avenue,Toronto,ON,1+1 bed,2 bath,
418,879999,14 Gertrude Place,Toronto,ON,2 bed,1 bath,
419,2699900,91 Parkmount Road,Toronto,ON,4+1 bed,2 bath,
420,549900,1007-125 Village Green Square,Toronto,ON,1+1 bed,1 bath,600-699 sqft
421,649000,3112-161 Roehampton Avenue W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
422,529000,1238-8 Hillsdale Avenue E,Toronto,ON,– bed,1 bath,0-499 sqft
423,2195000,813-25 Scrivener Square,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
424,1588000,25 Batterswood Drive,Toronto,ON,4 bed,4 bath,
425,890000,20 Kilpatrick Drive,Toronto,ON,2+1 bed,1 bath,700-1100 sqft
426,1799000,3 Parkview Avenue,Toronto,ON,5+1 bed,5 bath,
427,699000,913-4725 Sheppard Avenue E,Toronto,ON,2 bed,2 bath,1400-1599 sqft
428,788000,1105-7 Lorraine Drive,Toronto,ON,3 bed,2 bath,900-999 sqft
429,650000,#256-3 Everson Drive,Toronto,ON,2+1 bed,2 bath,900-999 sqft
430,785000,708-151 Dan Leckie Way,Toronto,ON,1+1 bed,2 bath,700-799 sqft
431,2249000,4 Cosway Court,Toronto,ON,3+1 bed,2 bath,
432,995000,26 Cartier Crescent,Toronto,ON,3+1 bed,2 bath,
433,1188000,25 Beacham Crescent,Toronto,ON,3+2 bed,2 bath,
434,778000,2603-16 Brookers Lane,Toronto,ON,1+1 bed,1 bath,700-799 sqft
435,699999,911-2045 Lake Shore Boulevard,Toronto,ON,1 bed,1 bath,900-999 sqft
436,439000,TH 11-60 Orchid Place Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
437,950000,623-550 Front Street W,Toronto,ON,2 bed,2 bath,900-999 sqft
438,699900,2911-8 Hillcrest Avenue,Toronto,ON,1+1 bed,1 bath,700-799 sqft
439,519000,PH6-350 Seneca Hill Drive,Toronto,ON,1 bed,1 bath,700-799 sqft
440,599900,519-438 King Street W,Toronto,ON,1 bed,1 bath,500-599 sqft
441,999000,63 Bimbrok Road,Toronto,ON,3+1 bed,2 bath,
442,699999,3307-75 St Nicholas Street,Toronto,ON,1 bed,1 bath,500-599 sqft
443,1099000,409-2 Aberfoyle Crescent,Toronto,ON,2 bed,3 bath,1200-1399 sqft
444,749000,4705-181 Dundas Street,Toronto,ON,2 bed,1 bath,600-699 sqft
445,999000,307-3018 Yonge Street,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
446,1099900,28 Via Cassia Drive,Toronto,ON,3 bed,3 bath,
447,1088800,31 Jarwick Drive,Toronto,ON,3+1 bed,2 bath,
448,1098000,6 Margate Crescent,Toronto,ON,3+1 bed,2 bath,
449,2888000,218 Byng Avenue,Toronto,ON,5+3 bed,7 bath,3500-5000 sqft
450,918000,4211-55 Ann O'reilly Road,Toronto,ON,2 bed,2 bath,700-799 sqft
451,939900,75 Harvie Avenue,Toronto,ON,2 bed,1 bath,
452,679000,1501-160 Vanderhoof Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
453,1249000,13 Empire Avenue,Toronto,ON,3 bed,1 bath,
454,1075000,609-71 Front Street E,Toronto,ON,2 bed,2 bath,1200-1399 sqft
455,1890000,49 Craigmont Drive,Toronto,ON,4+1 bed,4 bath,
456,1538000,114 Burnt Bark Drive,Toronto,ON,4+2 bed,5 bath,2000-2500 sqft
457,1399000,115 Lothian Avenue,Toronto,ON,3+2 bed,2 bath,
458,488888,1218-3050 Ellesmere Road,Toronto,ON,1 bed,1 bath,600-699 sqft
459,1299999,38 Deepdale Drive,Toronto,ON,3+2 bed,3 bath,
460,849999,3605-251 Jarvis Street S,Toronto,ON,2 bed,2 bath,700-799 sqft
461,999888,40 Heatherglen Road,Toronto,ON,3+2 bed,2 bath,
462,898000,55 Shepmore Terrace,Toronto,ON,3 bed,3 bath,
463,599900,606-385 Osler Street,Toronto,ON,1 bed,1 bath,500-599 sqft
464,748000,5-78 Castlebury Crescent,Toronto,ON,3 bed,3 bath,1200-1399 sqft
465,599000,731-5 Everson Drive,Toronto,ON,2 bed,1 bath,800-899 sqft
466,2450000,8C-66 Collier Street,Toronto,ON,2 bed,2 bath,1800-1999 sqft
467,3795000,11 Tranby Avenue,Toronto,ON,3+1 bed,3 bath,2250-2499 sqft
468,799999,1612-5168 Yonge Street,Toronto,ON,2 bed,2 bath,800-899 sqft
469,848000,76-125 Shaughnessy Boulevard,Toronto,ON,3+2 bed,3 bath,1600-1799 sqft
470,999000,3401-15 Queens Quay E,Toronto,ON,2 bed,2 bath,700-799 sqft
471,1188000,74 Ridgemount Road,Toronto,ON,3 bed,2 bath,
472,1389000,7 Allanhurst Drive,Toronto,ON,3+3 bed,4 bath,
473,1389990,17 Blackstone Street,Toronto,ON,4 bed,5 bath,
474,1133333,471 Vaughan Road,Toronto,ON,2+3 bed,3 bath,
475,588000,416-812 Lansdowne Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
476,625000,105-200 Sackville Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
477,599900,1508-45 Sunrise Avenue,Toronto,ON,3 bed,2 bath,1000-1199 sqft
478,1099000,15 Haven Hill Square,Toronto,ON,4+1 bed,4 bath,
479,2388000,23 Bannatyne Drive,Toronto,ON,3+2 bed,4 bath,
480,999000,120 Micmac Crescent,Toronto,ON,4+3 bed,5 bath,1500-2000 sqft
481,499000,709-8 Scollard Street,Toronto,ON,– bed,1 bath,0-499 sqft
482,1799000,29 Moore Park Avenue,Toronto,ON,5+2 bed,4 bath,1100-1500 sqft
483,579900,# 1411-350 Seneca Hill Drive,Toronto,ON,2 bed,1 bath,800-899 sqft
484,2199000,3 Lawndale Road,Toronto,ON,4+1 bed,4 bath,3000-3500 sqft
485,688000,1502-275 Yorkland Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
486,899000,132 Lynnbrook Drive,Toronto,ON,3 bed,2 bath,
487,1680000,405-41 Dovercourt Road,Toronto,ON,2 bed,2 bath,1200-1399 sqft
488,649000,2609-89 Dunfiled Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
489,990000,3761 St Clair Avenue E,Toronto,ON,4+1 bed,3 bath,
490,999900,125 Stanley Greene Boulevard,Toronto,ON,3 bed,4 bath,1500-2000 sqft
491,1099000,38 Bobmar Road,Toronto,ON,1+1 bed,1 bath,
492,798000,810-51 Harrison Garden Boulevard,Toronto,ON,2 bed,2 bath,700-799 sqft
493,749000,1803-5791 Yonge Street,Toronto,ON,2 bed,2 bath,800-899 sqft
494,590000,2505-5 Valhalla Inn Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
495,699000,921-525 Wilson Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
496,489900,406-4062 Lawrence Avenue E,Toronto,ON,3 bed,2 bath,1200-1399 sqft
497,1498000,19 Scenic Millway ,Toronto,ON,4+1 bed,4 bath,2250-2499 sqft
498,799000,3301-955 Bay Street,Toronto,ON,2 bed,1 bath,600-699 sqft
499,2490000,65 Lesmount Avenue,Toronto,ON,3 bed,4 bath,
500,699900,911-36 Lee Centre Drive,Toronto,ON,2 bed,1 bath,600-699 sqft
501,1799900,166 Caledonia Road,Toronto,ON,5+2 bed,5 bath,
502,699900,1232-68 Corporate Drive,Toronto,ON,2+1 bed,2 bath,900-999 sqft
503,1999900,108-21 Burkebrook Place,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
504,1350000,34 Calverley Trail,Toronto,ON,4 bed,3 bath,
505,1149000,407-159 Wellesley Street,Toronto,ON,3 bed,2 bath,1000-1199 sqft
506,549800,2301-25 The Esplanade ,Toronto,ON,1+1 bed,1 bath,700-799 sqft
507,988000,707-188 Eglinton Avenue E,Toronto,ON,2 bed,2 bath,1000-1199 sqft
508,876900,910-38 Forest Manor Road,Toronto,ON,2 bed,2 bath,700-799 sqft
509,649000,2601-20 Richardson Street,Toronto,ON,1 bed,1 bath,500-599 sqft
510,1888000,19 Meadowglade Crescent,Toronto,ON,4 bed,3 bath,2000-2500 sqft
511,599000,1-91 Muir Drive,Toronto,ON,4 bed,2 bath,1200-1399 sqft
512,999000,54 North Edgely Avenue,Toronto,ON,4+1 bed,3 bath,
513,539000,404-251 Jarvis Street,Toronto,ON,1 bed,1 bath,0-499 sqft
514,999900,68 Resurrection Road,Toronto,ON,3 bed,2 bath,1400-1599 sqft
515,579900,713-2522 Keele Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
516,999000,505-85 Skymark Drive,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
517,2190000,906-151 Avenue Road,Toronto,ON,2 bed,2 bath,1000-1199 sqft
518,1299000,103 Grand Avenue,Toronto,ON,2+1 bed,3 bath,1100-1500 sqft
519,499000,435-58 Marine Parade Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
520,500000,505-234 Albion Road,Toronto,ON,3 bed,2 bath,1000-1199 sqft
521,579900,908-3220 Sheppard Avenue E,Toronto,ON,1 bed,1 bath,500-599 sqft
522,579900,3905-10 Navy Wharf Court,Toronto,ON,1 bed,1 bath,500-599 sqft
523,549000,1208-1338 York Mills Road,Toronto,ON,2 bed,1 bath,800-899 sqft
524,580000,1883-1 Greystone Walk Drive,Toronto,ON,2 bed,1 bath,800-899 sqft
525,698800,1308-38 The Esplanade ,Toronto,ON,1+1 bed,1 bath,600-699 sqft
526,4399000,10 Burleigh Heights Drive,Toronto,ON,5+2 bed,6 bath,3500-5000 sqft
527,599900,31-4701 Kingston Road,Toronto,ON,3 bed,2 bath,1000-1199 sqft
528,678000,1821-633 Bay Street,Toronto,ON,1+1 bed,1 bath,800-899 sqft
529,1598000,5205-70 Annie Craig Drive,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
530,899900,1803-151 Dan Leckie Way,Toronto,ON,2 bed,2 bath,900-999 sqft
531,599000,1309-36 Forest Manor Road,Toronto,ON,1+1 bed,1 bath,500-599 sqft
532,1099000,183 Silver Springs Boulevard,Toronto,ON,4 bed,3 bath,
533,890000,3804-761 Bay Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
534,999000,39 Surrey Avenue,Toronto,ON,3+1 bed,2 bath,
535,549000,109-80 Esther Lorrie Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
536,699000,1904-125 Village Green Square,Toronto,ON,2 bed,2 bath,800-899 sqft
537,639900,1910-600 Fleet Street,Toronto,ON,1 bed,1 bath,500-599 sqft
538,3188000,48 Nipigon Avenue,Toronto,ON,4+1 bed,5 bath,
539,899900,1511-33 Empress Avenue,Toronto,ON,2 bed,2 bath,1000-1199 sqft
540,1188000,1324-100 Harrison Garden Boulevard,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
541,489900,417-170 Sudbury Street,Toronto,ON,1 bed,1 bath,0-499 sqft
542,1199000,104 Strathnairn Avenue,Toronto,ON,4 bed,3 bath,
543,899900,31 Flintwick Drive,Toronto,ON,3 bed,2 bath,
544,599000,327-80 Marine Parade Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
545,2398000,302-4 The Kingsway ,Toronto,ON,2 bed,3 bath,1800-1999 sqft
546,888000,2002-30 Nelson Street,Toronto,ON,2 bed,2 bath,700-799 sqft
547,1088000,5 Stanwell Drive,Toronto,ON,2+1 bed,2 bath,
548,899000,323 Bain Avenue,Toronto,ON,2 bed,2 bath,
549,599000,809-105 George Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
550,499999,2107-20 Minowan Miikan Lane,Toronto,ON,1 bed,1 bath,0-499 sqft
551,1298000,309 Delaware Avenue,Toronto,ON,4+1 bed,3 bath,
552,999000,30 Cleta Drive,Toronto,ON,3 bed,2 bath,
553,499000,726-98 Lillian Street,Toronto,ON,1 bed,1 bath,0-499 sqft
554,928000,4001-1 Yorkville Avenue,Toronto,ON,1+1 bed,2 bath,500-599 sqft
555,499000,PH07-115 Mcmahon Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
556,959000,1908-22 Wellesley Street,Toronto,ON,2 bed,2 bath,900-999 sqft
557,949000,3308-403 Church Street,Toronto,ON,2 bed,1 bath,600-699 sqft
558,1399900,811 Queen Street E,Toronto,ON,Store W/apt/office,2660 sqft,
559,1299000,17 Graybark Crescent,Toronto,ON,4+3 bed,5 bath,
560,1589900,28 Kingslake Road,Toronto,ON,3+1 bed,2 bath,
561,639000,913-170 Fort York Boulevard,Toronto,ON,1+1 bed,1 bath,600-699 sqft
562,1450000,71 Kingsview Boulevard,Toronto,ON,3+2 bed,4 bath,
563,588800,929-60 Heintzman Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
564,449000,105-451 The West Mall ,Toronto,ON,1 bed,1 bath,800-899 sqft
565,499000,547-109 Front Street E,Toronto,ON,1 bed,1 bath,500-599 sqft
566,1125000,107 William Duncan Road,Toronto,ON,3 bed,3 bath,
567,3550000,324 Euclid Avenue,Toronto,ON,4+1 bed,4 bath,2500-3000 sqft
568,699000,1909-19 Rosebank Drive,Toronto,ON,3 bed,3 bath,1400-1599 sqft
569,1199000,15 Candlewood Crescent,Toronto,ON,3+1 bed,3 bath,
570,2599999,1201 Pharmacy Avenue,Toronto,ON,4+3 bed,6 bath,3500-5000 sqft
571,1890000,456 Roxton Road,Toronto,ON,4+1 bed,2 bath,
572,1788000,158 Burnett Avenue,Toronto,ON,4+1 bed,4 bath,
573,499323,1401-511 The West Mall ,Toronto,ON,3 bed,2 bath,1400-1599 sqft
574,998000,4 Guildpark Pathway,Toronto,ON,3+1 bed,3 bath,1600-1799 sqft
575,858800,302-28 Avondale Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
576,399900,503-340 Dixon Road,Toronto,ON,2 bed,1 bath,900-999 sqft
577,799000,404-2800 Keele Street N,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
578,499000,708-5 Shady Gfwy,Toronto,ON,2+1 bed,1 bath,900-999 sqft
579,929000,1204-8 Charlotte Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
580,1099000,10 Darlingside Drive,Toronto,ON,4+3 bed,3 bath,
581,3880000,340 Broadway Avenue,Toronto,ON,4+1 bed,5 bath,
582,949000,1203-50 Quebec Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
583,588000,320-101 Charles Street E,Toronto,ON,1 bed,1 bath,500-599 sqft
584,1258800,211-57 Finch Avenue W,Toronto,ON,3+1 bed,3 bath,1200-1399 sqft
585,525000,717-783 Bathurst Street,Toronto,ON,– bed,1 bath,0-499 sqft
586,1327000,205-18 Lower Village Gate,Toronto,ON,1+1 bed,2 bath,1000-1199 sqft
587,1299000,258 Prescott Avenue,Toronto,ON,3 bed,2 bath,1100-1500 sqft
588,1199850,9-55 Thomas Mulholland Drive,Toronto,ON,5+1 bed,4 bath,
589,1100000,10 Frankfort Avenue,Toronto,ON,3+1 bed,2 bath,
590,598000,2407-103 The Queensway Avenue,Toronto,ON,1 bed,1 bath,600-699 sqft
591,839000,406-1990 Bloor Street W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
592,1145000,101-117 The Queensway ,Toronto,ON,3 bed,3 bath,1400-1599 sqft
593,529900,2707-50 Town Centre Court,Toronto,ON,– bed,1 bath,0-499 sqft
594,748000,2911-45 Charles Street E,Toronto,ON,1+1 bed,2 bath,500-599 sqft
595,379900,208-330 Dixon Road,Toronto,ON,1 bed,1 bath,800-899 sqft
596,799990,301-19 Dundonald Street,Toronto,ON,1 bed,2 bath,900-999 sqft
597,749000,825-1029 King Street W,Toronto,ON,2 bed,2 bath,800-899 sqft
598,1190000,12 Bingley Road,Toronto,ON,4+2 bed,5 bath,2500-3000 sqft
599,899000,11-10 Leith Hill Road,Toronto,ON,3+2 bed,3 bath,1200-1399 sqft
600,639900,PH 02-181 Dundas Street E,Toronto,ON,1+1 bed,1 bath,500-599 sqft
601,750000,3907-18 Yonge Street,Toronto,ON,1+1 bed,2 bath,700-799 sqft
602,579900,1105-25 Grenville Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
603,899000,1502-215 Fort York Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
604,649000,909-14 York Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
605,699800,514-980 Yonge Street,Toronto,ON,1 bed,1 bath,700-799 sqft
606,699000,1706-233 Beecroft Road,Toronto,ON,1+1 bed,2 bath,800-899 sqft
607,2999000,291 Mckee Avenue,Toronto,ON,5+2 bed,5 bath,
608,698800,69-1359 Neilson Road,Toronto,ON,3 bed,3 bath,1000-1199 sqft
609,1075000,604-300 Front Street W,Toronto,ON,3 bed,2 bath,800-899 sqft
610,468000,1804-50 Lombard Street,Toronto,ON,1 bed,1 bath,500-599 sqft
611,748000,709-5740 Yonge Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
612,737000,3408-2220 Lake Shore Boulevard W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
613,599000,2112-150 East Liberty Street,Toronto,ON,1 bed,1 bath,500-599 sqft
614,1499000,2-118 Bedford Road,Toronto,ON,2 bed,3 bath,1200-1399 sqft
615,619000,201-238 Doris Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
616,649000,514-77 Maitland Place,Toronto,ON,2 bed,1 bath,800-899 sqft
617,999000,75 Harding Avenue,Toronto,ON,2 bed,1 bath,
618,1398888,2600 Lake Shore Boulevard W,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
619,725000,13-1180 Sandhurst Circle,Toronto,ON,3 bed,2 bath,1200-1399 sqft
620,1499999,1102-170 Bayview Avenue,Toronto,ON,3+1 bed,3 bath,1400-1599 sqft
621,1849000,7 Riverside Drive,Toronto,ON,3+1 bed,2 bath,1500-2000 sqft
622,923000,32 Red Fox Place,Toronto,ON,3 bed,2 bath,
623,999900,26 Joanith Drive,Toronto,ON,2+1 bed,2 bath,
624,2750000,211 Holmes Avenue,Toronto,ON,5+7 bed,5 bath,3000-3500 sqft
625,699000,410-45 Silverstone Drive,Toronto,ON,3 bed,2 bath,1400-1599 sqft
626,699000,#1506-100 Antibes Drive,Toronto,ON,3 bed,2 bath,1200-1399 sqft
627,1049000,707-43 Hanna Avenue,Toronto,ON,1 bed,1 bath,900-999 sqft
628,2400,S222-455 Front Street,Toronto,ON,1 bed,2 bath,501 to 1000 sqft
629,999000,3 Marilyn Crescent,Toronto,ON,2+1 bed,2 bath,
630,650000,1928-700 Humberwood Boulevard,Toronto,ON,2+1 bed,2 bath,900-999 sqft
631,599999,1503-2220 Lake Shore Boulevard W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
632,899000,516-21 Nelson Street,Toronto,ON,2 bed,2 bath,700-799 sqft
633,989000,3 Big Red Avenue,Toronto,ON,3+1 bed,3 bath,
634,685500,615-60 Town Centre Court,Toronto,ON,1+1 bed,1 bath,600-699 sqft
635,2099000,1202-55 Prince Arthur Avenue,Toronto,ON,2 bed,3 bath,2000-2249 sqft
636,649000,122-35 Brian Peck Crescent,Toronto,ON,1 bed,1 bath,600-699 sqft
637,659000,1502-88 Harbour Street,Toronto,ON,1 bed,1 bath,0-499 sqft
638,728000,2-68 Kendal Avenue,Toronto,ON,2 bed,1 bath,800-899 sqft
639,659000,LPH 1-28 Olive Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
640,999000,1701-75 Queens Wharf Road,Toronto,ON,3 bed,2 bath,1000-1199 sqft
641,1659990,LOT 138-61 Frederick Tisdale Drive,Toronto,ON,5+1 bed,6 bath,3000-3500 sqft
